order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
27752,2620,2023-09-15,206,6,151.54,909.24,Completed,2023-09-18
27753,6937,2024-11-06,104,10,1232.37,12323.70,Pending,
27754,9467,2023-11-08,411,9,1332.52,11992.68,Completed,2023-11-08
27755,2175,2025-02-21,298,7,261.78,1832.46,Pending,
27756,4050,2025-10-30,492,10,999.85,9998.50,Cancelled,
27757,3293,2024-06-14,60,1,1057.20,1057.20,Pending,
27758,7866,2023-01-05,404,4,962.82,3851.28,Pending,
27759,2512,2023-10-14,159,1,76.01,76.01,Completed,2023-10-14
27760,9873,2024-09-26,445,5,1200.20,6001.00,Pending,
27761,2689,2024-04-07,233,7,612.09,4284.63,Completed,2024-04-10
27762,9634,2023-01-24,34,7,1689.25,11824.75,Pending,
27763,3447,2024-12-28,76,5,1014.14,5070.70,Cancelled,
27764,6519,2024-10-09,259,7,1514.41,10600.87,Completed,2024-10-09
27765,4778,2024-06-06,329,5,1983.29,9916.45,Cancelled,
27766,1077,2023-05-05,442,5,899.08,4495.40,Completed,2023-05-05
27767,9568,2024-12-09,311,8,955.51,7644.08,Cancelled,
27768,6009,2024-12-10,185,6,1157.44,6944.64,Cancelled,
27769,8114,2025-07-26,138,9,1809.56,16286.04,Pending,
27770,7687,2025-04-18,210,9,190.91,1718.19,Pending,
27771,2761,2025-12-07,412,10,519.28,5192.80,Cancelled,
27772,4508,2023-12-13,66,10,41.39,413.90,Completed,2023-12-13
27773,1131,2025-09-23,431,7,637.18,4460.26,Pending,
27774,1019,2024-12-06,198,2,301.62,603.24,Pending,
27775,3213,2024-02-24,433,7,1322.64,9258.48,Completed,2024-02-27
27776,2985,2025-01-27,492,2,999.85,1999.70,Cancelled,
27777,3798,2025-02-20,297,5,72.33,361.65,Completed,2025-02-22
27778,7880,2024-11-26,174,2,547.71,1095.42,Pending,
27779,2061,2025-02-06,371,7,709.15,4964.05,Pending,
27780,4838,2025-02-23,56,7,540.71,3784.97,Cancelled,
27781,8479,2023-07-28,280,5,1519.36,7596.80,Pending,
27782,6843,2024-02-11,29,2,584.14,1168.28,Completed,2024-02-12
27783,2050,2024-07-08,56,8,540.71,4325.68,Completed,2024-07-09
27784,4010,2025-06-21,435,6,36.24,217.44,Cancelled,
27785,4513,2024-10-16,158,2,1026.84,2053.68,Pending,
27786,5754,2023-03-23,409,1,729.05,729.05,Cancelled,
27787,4120,2024-01-15,7,4,27.21,108.84,Pending,
27788,5852,2025-05-27,335,7,1341.59,9391.13,Pending,
27789,6012,2023-05-29,202,10,1967.89,19678.90,Cancelled,
27790,4800,2024-08-02,320,9,1085.74,9771.66,Completed,2024-08-03
27791,4087,2025-08-12,479,7,1219.91,8539.37,Completed,2025-08-15
27792,7675,2025-02-13,164,4,1840.67,7362.68,Pending,
27793,2018,2023-02-19,97,3,705.66,2116.98,Pending,
27794,9362,2023-05-20,229,6,1720.05,10320.30,Pending,
27795,4096,2024-06-12,195,10,345.96,3459.60,Completed,2024-06-15
27796,1956,2025-07-28,110,4,963.34,3853.36,Completed,2025-07-29
27797,5937,2023-08-07,249,3,930.26,2790.78,Pending,
27798,2910,2024-03-28,277,2,1275.44,2550.88,Completed,2024-03-29
27799,4634,2025-05-14,267,9,1167.45,10507.05,Cancelled,
27800,7620,2024-10-30,106,5,1687.85,8439.25,Pending,
27801,9212,2024-01-31,27,5,767.15,3835.75,Cancelled,
27802,3291,2024-11-26,11,5,1535.47,7677.35,Cancelled,
27803,4169,2023-03-14,120,2,1007.50,2015.00,Pending,
27804,3832,2025-01-02,489,4,103.34,413.36,Completed,2025-01-04
27805,7567,2024-07-25,378,10,548.20,5482.00,Cancelled,
27806,1820,2023-09-12,473,10,719.74,7197.40,Cancelled,
27807,4641,2025-06-23,232,7,92.99,650.93,Cancelled,
27808,8261,2025-07-29,130,8,544.26,4354.08,Completed,2025-07-29
27809,8256,2023-04-06,247,7,632.18,4425.26,Completed,2023-04-08
27810,4742,2023-07-14,291,4,43.27,173.08,Cancelled,
27811,1099,2025-10-01,489,7,103.34,723.38,Pending,
27812,6204,2023-09-24,226,4,991.48,3965.92,Pending,
27813,9762,2024-08-01,143,2,275.49,550.98,Completed,2024-08-03
27814,8838,2024-05-03,133,7,1988.08,13916.56,Completed,2024-05-06
27815,9062,2024-08-20,141,10,267.83,2678.30,Cancelled,
27816,8400,2023-03-18,272,3,1142.48,3427.44,Completed,2023-03-18
27817,3505,2025-12-03,276,2,1700.73,3401.46,Pending,
27818,5469,2023-01-25,459,2,619.37,1238.74,Cancelled,
27819,4641,2025-11-07,38,10,1512.23,15122.30,Pending,
27820,4876,2024-10-30,280,4,1519.36,6077.44,Pending,
27821,9155,2023-04-22,275,9,727.93,6551.37,Completed,2023-04-24
27822,7133,2025-10-26,254,8,1121.40,8971.20,Completed,2025-10-27
27823,5713,2025-10-21,168,10,768.49,7684.90,Pending,
27824,6118,2023-12-28,476,1,123.57,123.57,Cancelled,
27825,2880,2025-07-24,334,1,534.35,534.35,Pending,
27826,5834,2023-08-08,417,6,1068.02,6408.12,Pending,
27827,6751,2023-04-26,181,7,548.29,3838.03,Completed,2023-04-27
27828,333,2023-12-02,138,5,1809.56,9047.80,Cancelled,
27829,9873,2023-01-10,158,3,1026.84,3080.52,Pending,
27830,1948,2023-08-30,19,2,1518.26,3036.52,Cancelled,
27831,6136,2025-05-23,180,3,348.67,1046.01,Completed,2025-05-24
27832,6429,2024-02-08,93,2,1085.28,2170.56,Cancelled,
27833,1587,2025-05-13,385,9,1176.53,10588.77,Completed,2025-05-14
27834,8173,2025-10-05,308,7,1509.31,10565.17,Completed,2025-10-06
27835,6068,2025-08-03,165,1,546.86,546.86,Completed,2025-08-06
27836,8555,2024-06-12,155,6,1716.27,10297.62,Pending,
27837,4686,2024-04-30,302,3,852.81,2558.43,Completed,2024-05-03
27838,3482,2023-04-16,217,9,804.57,7241.13,Cancelled,
27839,6645,2025-03-07,396,7,1636.82,11457.74,Completed,2025-03-07
27840,1592,2023-02-02,326,10,1843.16,18431.60,Completed,2023-02-04
27841,994,2024-06-16,234,1,6.96,6.96,Pending,
27842,9475,2024-04-13,123,2,1599.48,3198.96,Cancelled,
27843,7930,2023-01-29,99,10,119.94,1199.40,Cancelled,
27844,1071,2023-01-08,2,7,379.00,2653.00,Cancelled,
27845,7288,2025-06-14,323,5,10.54,52.70,Completed,2025-06-17
27846,7644,2025-02-08,391,1,631.73,631.73,Pending,
27847,8417,2025-12-29,213,1,1628.10,1628.10,Cancelled,
27848,1021,2024-06-27,496,6,880.47,5282.82,Completed,2024-06-29
27849,5322,2023-03-29,97,9,705.66,6350.94,Cancelled,
27850,8840,2025-06-05,387,5,438.87,2194.35,Pending,
27851,2857,2025-10-13,151,3,963.65,2890.95,Cancelled,
27852,9128,2024-07-27,287,1,1715.86,1715.86,Completed,2024-07-28
27853,3717,2024-05-24,333,4,1027.51,4110.04,Cancelled,
27854,7343,2023-12-12,334,8,534.35,4274.80,Pending,
27855,3622,2024-11-19,229,1,1720.05,1720.05,Completed,2024-11-20
27856,1956,2025-11-29,468,9,40.64,365.76,Cancelled,
27857,9896,2024-01-26,244,1,1217.78,1217.78,Completed,2024-01-28
27858,5215,2025-06-12,285,4,1570.12,6280.48,Cancelled,
27859,6068,2023-06-13,172,6,1367.13,8202.78,Completed,2023-06-13
27860,2495,2024-10-09,282,8,1761.86,14094.88,Completed,2024-10-10
27861,,2023-02-22,18,3,473.37,1420.11,Cancelled,
27862,358,2023-02-23,94,2,1937.96,3875.92,Pending,
27863,1620,2024-12-15,467,3,336.01,1008.03,Cancelled,
27864,5593,2024-07-05,463,5,1530.21,7651.05,Completed,2024-07-05
27865,7116,2024-11-28,181,10,548.29,5482.90,Cancelled,
27866,3899,2025-07-29,109,2,814.41,1628.82,Pending,
27867,2365,2025-09-06,333,1,1027.51,1027.51,Completed,2025-09-06
27868,549,2024-12-24,162,8,368.92,2951.36,Completed,2024-12-24
27869,5168,2024-11-07,296,8,435.76,3486.08,Cancelled,
27870,8183,2024-03-14,12,9,69.81,628.29,Pending,
27871,3899,2023-02-20,159,6,76.01,456.06,Cancelled,
27872,7125,2023-06-26,143,4,275.49,1101.96,Cancelled,
27873,8538,2024-06-02,379,8,827.07,6616.56,Completed,2024-06-05
27874,1865,2023-02-11,266,6,537.94,3227.64,Cancelled,
27875,6493,2023-01-05,416,5,1323.82,6619.10,Pending,
27876,9224,2025-06-29,136,2,1527.25,3054.50,Pending,
27877,5571,2024-11-04,21,2,561.56,1123.12,Pending,
27878,8410,2025-07-01,241,8,840.61,6724.88,Completed,2025-07-02
27879,4124,2024-07-09,376,10,285.81,2858.10,Completed,2024-07-12
27880,723,2023-08-29,189,8,1411.57,11292.56,Pending,
27881,2786,2025-12-08,209,8,1075.19,8601.52,Cancelled,
27882,5697,2024-10-29,464,1,1940.35,1940.35,Completed,2024-11-01
27883,6395,2024-09-05,304,8,254.21,2033.68,Cancelled,
27884,6667,2025-10-20,122,6,1953.53,11721.18,Completed,2025-10-23
27885,6305,2025-03-03,278,1,1215.12,1215.12,Completed,2025-03-06
27886,5087,2023-05-20,331,7,134.73,943.11,Cancelled,
27887,1969,2023-10-21,320,3,1085.74,3257.22,Cancelled,
27888,805,2025-12-22,119,3,1339.28,4017.84,Completed,2025-12-25
27889,684,2024-07-15,401,5,1250.38,6251.90,Completed,2024-07-17
27890,1022,2023-12-14,351,9,440.38,3963.42,Cancelled,
27891,3188,2025-01-15,91,4,1952.93,7811.72,Completed,2025-01-18
27892,3435,2024-04-26,157,8,721.90,5775.20,Cancelled,
27893,5740,2025-05-29,124,1,434.75,434.75,Cancelled,
27894,1124,2024-06-13,312,1,1699.76,1699.76,Pending,
27895,3957,2025-09-17,54,7,939.47,6576.29,Completed,2025-09-18
27896,8702,2023-01-25,319,7,341.87,2393.09,Pending,
27897,963,2024-07-05,200,3,1604.10,4812.30,Completed,2024-07-06
27898,823,2024-11-02,474,9,1160.82,10447.38,Completed,2024-11-03
27899,9176,2024-12-17,196,5,902.52,4512.60,Cancelled,
27900,136,2023-10-02,130,10,544.26,5442.60,Completed,2023-10-02
27901,1155,2023-03-30,489,10,103.34,1033.40,Completed,2023-04-01
27902,849,2024-01-06,229,4,1720.05,6880.20,Cancelled,
27903,6445,2025-07-07,261,10,1520.73,15207.30,Cancelled,
27904,9964,2023-10-18,467,3,336.01,1008.03,Completed,2023-10-20
27905,6103,2024-07-28,78,8,1384.49,11075.92,Cancelled,
27906,9208,2025-03-04,324,9,494.81,4453.29,Completed,2025-03-05
27907,5036,2025-10-07,32,4,1981.62,7926.48,Completed,2025-10-09
27908,6372,2023-06-25,349,10,352.56,3525.60,Pending,
27909,8558,2023-06-30,113,1,1658.83,1658.83,Cancelled,
27910,2604,2024-11-09,374,3,1219.51,3658.53,Cancelled,
27911,8722,2025-11-05,193,7,1279.96,8959.72,Pending,
27912,7727,2024-06-03,429,10,561.88,5618.80,Completed,2024-06-03
27913,5475,2023-11-17,272,6,1142.48,6854.88,Completed,2023-11-19
27914,9457,2024-01-20,148,9,789.86,7108.74,Cancelled,
27915,6498,2024-05-27,458,8,1994.27,15954.16,Cancelled,
27916,1373,2023-10-23,313,3,813.44,2440.32,Pending,
27917,2687,2023-04-30,381,8,1282.35,10258.80,Pending,
27918,8588,2024-08-08,295,7,1775.12,12425.84,Cancelled,
27919,1357,2023-03-10,297,8,72.33,578.64,Pending,
27920,6092,2025-01-30,162,8,368.92,2951.36,Completed,2025-01-30
27921,3585,2025-02-12,70,3,1491.58,4474.74,Pending,
27922,9567,2024-12-06,104,6,1232.37,7394.22,Pending,
27923,4765,2024-05-24,261,10,1520.73,15207.30,Completed,2024-05-25
27924,2581,2024-06-24,469,4,1669.38,6677.52,Cancelled,
27925,5411,2023-05-05,49,2,1814.56,3629.12,Cancelled,
27926,1764,2024-04-10,200,9,1604.10,14436.90,Cancelled,
27927,3850,2024-04-25,389,6,795.97,4775.82,Pending,
27928,5311,2023-08-26,104,8,1232.37,9858.96,Pending,
27929,2309,2024-05-31,492,2,999.85,1999.70,Cancelled,
27930,196,2023-09-28,300,9,1981.49,17833.41,Pending,
27931,941,2023-11-17,427,1,1821.20,1821.20,Completed,2023-11-18
27932,1301,2023-01-22,422,1,986.64,986.64,Cancelled,
27933,7239,2024-01-21,423,6,1959.81,11758.86,Pending,
27934,2332,2025-04-26,5,5,1726.24,8631.20,Cancelled,
27935,3070,2024-02-07,500,8,1467.85,11742.80,Cancelled,
27936,6213,2024-06-27,367,5,1279.84,6399.20,Pending,
27937,3501,2024-08-21,58,2,332.16,664.32,Completed,2024-08-21
27938,6844,2023-01-28,223,5,1089.63,5448.15,Pending,
27939,6862,2024-11-08,455,6,1606.65,9639.90,Completed,2024-11-10
27940,157,2023-12-15,83,9,403.34,3630.06,Pending,
27941,9964,2025-03-16,226,6,991.48,5948.88,Completed,2025-03-16
27942,4635,2024-04-12,2,7,379.00,2653.00,Completed,2024-04-13
27943,7306,2023-11-24,243,2,45.69,91.38,Completed,2023-11-27
27944,194,2024-06-23,485,5,722.27,3611.35,Pending,
27945,5715,2025-01-10,365,5,1704.29,8521.45,Completed,2025-01-10
27946,8259,2024-10-06,133,5,1988.08,9940.40,Cancelled,
27947,465,2025-12-08,154,2,385.18,770.36,Cancelled,
27948,4625,2025-01-16,410,3,344.23,1032.69,Cancelled,
27949,5043,2024-08-05,363,10,1934.15,19341.50,Completed,2024-08-08
27950,4976,2024-10-24,147,10,551.59,5515.90,Pending,
27951,7928,2025-04-07,252,2,120.23,240.46,Pending,
27952,382,2024-05-27,127,6,208.15,1248.90,Completed,2024-05-28
27953,8209,2023-05-02,465,2,909.93,1819.86,Cancelled,
27954,7288,2023-05-31,43,10,1037.83,10378.30,Completed,2023-05-31
27955,9074,2025-10-30,260,7,375.84,2630.88,Completed,2025-11-01
27956,9553,2024-11-26,103,10,1467.13,14671.30,Cancelled,
27957,9218,2025-03-21,470,4,241.50,966.00,Cancelled,
27958,9151,2025-10-15,200,7,1604.10,11228.70,Pending,
27959,2474,2024-12-14,37,7,1669.86,11689.02,Completed,2024-12-17
27960,7968,2023-02-18,98,10,992.54,9925.40,Pending,
27961,3241,2023-07-01,193,5,1279.96,6399.80,Completed,2023-07-02
27962,9324,2023-10-07,337,9,1211.33,10901.97,Cancelled,
27963,5598,2024-08-28,14,1,998.16,998.16,Cancelled,
27964,7375,2024-12-31,449,2,996.46,1992.92,Completed,2025-01-03
27965,9013,2025-08-28,311,2,955.51,1911.02,Pending,
27966,6294,2023-03-15,70,6,1491.58,8949.48,Completed,2023-03-18
27967,7698,2024-09-30,284,10,1125.76,11257.60,Completed,2024-10-01
27968,3081,2024-06-13,499,8,93.02,744.16,Pending,
27969,8389,2023-06-18,274,5,1798.96,8994.80,Pending,
27970,9939,2023-04-02,274,2,1798.96,3597.92,Pending,
27971,7743,2025-12-18,124,6,434.75,2608.50,Completed,2025-12-19
27972,992,2025-01-25,471,10,1287.24,12872.40,Completed,2025-01-26
27973,2949,2024-09-01,241,7,840.61,5884.27,Pending,
27974,7230,2024-12-25,242,9,183.08,1647.72,Pending,
27975,9482,2025-08-17,104,8,1232.37,9858.96,Pending,
27976,4875,2023-09-16,328,9,476.55,4288.95,Cancelled,
27977,3248,2023-12-06,71,2,1882.38,3764.76,Cancelled,
27978,7754,2025-10-29,192,8,778.27,6226.16,Completed,2025-10-29
27979,4065,2025-08-26,425,7,1901.36,13309.52,Cancelled,
27980,5363,2023-01-15,158,6,1026.84,6161.04,Cancelled,
27981,4597,2023-11-02,482,3,927.32,2781.96,Pending,
27982,6948,2024-01-14,178,8,1706.96,13655.68,Pending,
27983,5231,2024-02-17,436,6,468.92,2813.52,Pending,
27984,8615,2025-07-31,367,1,1279.84,1279.84,Cancelled,
27985,7368,2023-03-31,339,10,459.95,4599.50,Pending,
27986,8957,2023-03-28,412,10,519.28,5192.80,Cancelled,
27987,1386,2024-11-09,274,2,1798.96,3597.92,Pending,
27988,906,2025-12-16,319,8,341.87,2734.96,Pending,
27989,311,2023-06-07,15,6,291.06,1746.36,Completed,2023-06-10
27990,8947,2025-04-18,419,4,1210.75,4843.00,Cancelled,
27991,3121,2024-01-28,130,6,544.26,3265.56,Completed,2024-01-30
27992,9894,2023-04-25,26,3,1016.74,3050.22,Cancelled,
27993,5522,2023-08-17,117,2,915.85,1831.70,Pending,
27994,311,2023-04-30,409,9,729.05,6561.45,Pending,
27995,6736,2023-08-17,207,3,1586.71,4760.13,Pending,
27996,7269,2023-10-09,90,7,460.61,3224.27,Cancelled,
27997,3914,2025-07-04,201,4,1277.42,5109.68,Completed,2025-07-05
27998,4940,2024-12-19,52,4,1539.18,6156.72,Completed,2024-12-22
27999,8910,2023-03-02,243,4,45.69,182.76,Cancelled,
28000,9921,2025-11-05,419,3,1210.75,3632.25,Cancelled,
28001,5315,2023-07-19,43,8,1037.83,8302.64,Completed,2023-07-19
28002,960,2025-01-21,388,7,1933.25,13532.75,Pending,
28003,5416,2024-09-02,260,3,375.84,1127.52,Cancelled,
28004,5396,2025-02-21,292,4,1680.19,6720.76,Cancelled,
28005,5555,2023-05-16,20,2,1137.66,2275.32,Completed,2023-05-19
28006,6436,2025-06-29,213,3,1628.10,4884.30,Pending,
28007,7630,2024-09-02,94,4,1937.96,7751.84,Pending,
28008,2321,2023-10-27,23,6,844.27,5065.62,Completed,2023-10-30
28009,2605,2024-07-31,19,6,1518.26,9109.56,Pending,
28010,8614,2023-01-18,83,8,403.34,3226.72,Pending,
28011,7426,2024-08-29,155,7,1716.27,12013.89,Cancelled,
28012,7155,2025-10-03,468,4,40.64,162.56,Pending,
28013,684,2024-07-30,485,7,722.27,5055.89,Pending,
28014,698,2023-09-21,47,8,1577.81,12622.48,Cancelled,
28015,572,2023-05-14,84,3,1387.75,4163.25,Pending,
28016,2091,2025-06-09,151,6,963.65,5781.90,Cancelled,
28017,3240,2024-07-02,109,10,814.41,8144.10,Completed,2024-07-02
28018,2149,2024-03-25,383,7,1235.43,8648.01,Completed,2024-03-27
28019,8013,2025-10-16,42,2,551.98,1103.96,Completed,2025-10-17
28020,398,2024-07-19,267,5,1167.45,5837.25,Cancelled,
28021,3197,2025-02-02,442,1,899.08,899.08,Completed,2025-02-02
28022,3423,2024-11-07,298,7,261.78,1832.46,Cancelled,
28023,6817,2023-06-16,67,7,1926.16,13483.12,Pending,
28024,5494,2024-09-27,103,4,1467.13,5868.52,Cancelled,
28025,4713,2025-05-29,103,6,1467.13,8802.78,Cancelled,
28026,7492,2023-10-07,307,10,1989.25,19892.50,Pending,
28027,4172,2025-05-12,486,2,203.77,407.54,Completed,2025-05-13
28028,7623,2025-03-17,81,5,45.70,228.50,Completed,2025-03-19
28029,6127,2024-05-13,148,1,789.86,789.86,Pending,
28030,3745,2024-12-21,272,1,1142.48,1142.48,Pending,
28031,2636,2025-11-09,479,10,1219.91,12199.10,Pending,
28032,901,2023-10-07,89,5,1339.32,6696.60,Pending,
28033,3922,2024-03-31,473,5,719.74,3598.70,Completed,2024-03-31
28034,7271,2023-01-05,198,10,301.62,3016.20,Pending,
28035,6711,2023-10-18,446,3,112.16,336.48,Cancelled,
28036,1774,2024-03-11,380,1,92.97,92.97,Pending,
28037,4025,2025-11-30,263,6,1398.36,8390.16,Completed,2025-12-03
28038,5460,2023-12-25,264,2,753.26,1506.52,Completed,2023-12-26
28039,7385,2025-03-12,46,2,1870.09,3740.18,Completed,2025-03-15
28040,7543,2024-05-10,94,7,1937.96,13565.72,Completed,2024-05-12
28041,508,2024-12-22,389,3,795.97,2387.91,Completed,2024-12-23
28042,7257,2023-11-03,233,6,612.09,3672.54,Cancelled,
28043,1359,2023-06-02,441,10,1357.19,13571.90,Cancelled,
28044,2593,2023-08-04,192,4,778.27,3113.08,Cancelled,
28045,6646,2024-11-20,152,3,1495.89,4487.67,Completed,2024-11-21
28046,9943,2024-10-24,292,9,1680.19,15121.71,Pending,
28047,6407,2025-08-06,121,8,1854.46,14835.68,Completed,2025-08-06
28048,7666,2025-11-22,205,4,1271.53,5086.12,Pending,
28049,7548,2025-09-09,377,10,622.91,6229.10,Pending,
28050,9016,2023-10-07,488,5,114.44,572.20,Pending,
28051,3786,2025-04-04,412,5,519.28,2596.40,Completed,2025-04-05
28052,9911,2024-01-10,93,5,1085.28,5426.40,Pending,
28053,4134,2025-12-10,426,3,1500.04,4500.12,Pending,
28054,8925,2024-06-05,279,4,1889.84,7559.36,Cancelled,
28055,9504,2023-07-07,188,3,1886.79,5660.37,Cancelled,
28056,1659,2023-04-01,10,1,962.35,962.35,Cancelled,
28057,1898,2023-11-10,479,7,1219.91,8539.37,Cancelled,
28058,2459,2025-12-23,392,8,1474.45,11795.60,Completed,2025-12-25
28059,4339,2023-08-29,191,9,221.39,1992.51,Cancelled,
28060,5745,2024-05-01,477,2,449.52,899.04,Pending,
28061,3050,2024-09-30,48,6,32.27,193.62,Pending,
28062,2944,2023-12-30,412,3,519.28,1557.84,Completed,2024-01-02
28063,1144,2025-01-20,423,3,1959.81,5879.43,Completed,2025-01-21
28064,2430,2023-02-10,392,7,1474.45,10321.15,Cancelled,
28065,4381,2025-07-25,114,2,1592.73,3185.46,Pending,
28066,5735,2025-01-10,379,7,827.07,5789.49,Cancelled,
28067,5526,2023-06-24,440,2,1178.62,2357.24,Cancelled,
28068,6908,2023-02-19,409,7,729.05,5103.35,Cancelled,
28069,4739,2023-06-28,62,10,1593.31,15933.10,Completed,2023-06-29
28070,4007,2024-04-23,58,1,332.16,332.16,Pending,
28071,8472,2025-01-26,295,8,1775.12,14200.96,Pending,
28072,5697,2024-06-01,436,5,468.92,2344.60,Completed,2024-06-04
28073,8285,2024-11-30,470,3,241.50,724.50,Pending,
28074,88,2023-06-01,383,7,1235.43,8648.01,Pending,
28075,2399,2024-10-14,457,6,1694.23,10165.38,Completed,2024-10-14
28076,7419,2024-07-24,410,3,344.23,1032.69,Pending,
28077,2520,2023-02-05,83,8,403.34,3226.72,Completed,2023-02-08
28078,7944,2025-10-12,211,1,1357.06,1357.06,Cancelled,
28079,8248,2025-01-11,410,1,344.23,344.23,Completed,2025-01-13
28080,207,2023-06-26,105,4,398.47,1593.88,Cancelled,
28081,8122,2024-08-22,334,3,534.35,1603.05,Pending,
28082,4284,2023-01-09,125,7,9.33,65.31,Completed,2023-01-09
28083,8041,2023-05-30,82,2,1139.99,2279.98,Cancelled,
28084,4108,2023-04-04,364,8,76.95,615.60,Pending,
28085,1982,2023-09-04,148,5,789.86,3949.30,Completed,2023-09-07
28086,3078,2024-04-02,427,2,1821.20,3642.40,Pending,
28087,4890,2025-09-02,83,8,403.34,3226.72,Cancelled,
28088,9556,2025-01-15,225,10,1376.41,13764.10,Pending,
28089,89,2025-01-25,236,5,1950.20,9751.00,Completed,2025-01-28
28090,8226,2025-11-12,168,7,768.49,5379.43,Cancelled,
28091,9129,2025-02-15,96,7,1961.61,13731.27,Completed,2025-02-16
28092,386,2024-06-02,268,5,1312.73,6563.65,Completed,2024-06-03
28093,135,2025-10-02,385,7,1176.53,8235.71,Completed,2025-10-02
28094,819,2024-01-18,138,8,1809.56,14476.48,Cancelled,
28095,5660,2025-04-24,165,2,546.86,1093.72,Pending,
28096,9040,2024-04-12,416,7,1323.82,9266.74,Completed,2024-04-14
28097,9941,2024-08-20,342,9,550.00,4950.00,Pending,
28098,9209,2023-08-02,27,10,767.15,7671.50,Completed,2023-08-05
28099,5189,2024-11-14,293,4,1455.89,5823.56,Cancelled,
28100,5287,2024-09-26,280,1,1519.36,1519.36,Pending,
28101,2633,invalid-date,46,2,1870.09,3740.18,Cancelled,
28102,8767,2023-12-14,66,4,41.39,165.56,Cancelled,
28103,8104,2024-10-23,486,6,203.77,1222.62,Pending,
28104,5130,2023-06-09,15,6,291.06,1746.36,Completed,2023-06-10
28105,8447,2025-01-27,238,6,1532.93,9197.58,Completed,2025-01-30
28106,8620,2025-03-22,228,1,1703.08,1703.08,Cancelled,
28107,7778,2024-03-12,206,3,151.54,454.62,Completed,2024-03-13
28108,3680,2023-12-26,281,8,457.98,3663.84,Pending,
28109,5743,2025-07-11,27,4,767.15,3068.60,Cancelled,
28110,2518,2023-08-05,324,9,494.81,4453.29,Pending,
28111,4957,2024-10-17,475,2,355.01,710.02,Pending,
28112,8525,2025-12-29,92,10,681.10,6811.00,Cancelled,
28113,6589,2025-10-26,420,4,131.22,524.88,Pending,
28114,2061,2023-02-08,152,9,1495.89,13463.01,Completed,2023-02-11
28115,6828,2025-09-11,469,8,1669.38,13355.04,Pending,
28116,2007,2023-04-07,147,4,551.59,2206.36,Cancelled,
28117,5114,2024-06-15,284,4,1125.76,4503.04,Pending,
28118,8277,2025-11-11,328,1,476.55,476.55,Pending,
28119,50,2023-06-06,383,10,1235.43,12354.30,Pending,
28120,242,2025-10-09,255,5,1230.53,6152.65,Completed,2025-10-12
28121,9205,2023-11-14,389,8,795.97,6367.76,Cancelled,
28122,2665,2023-01-21,269,7,1222.87,8560.09,Pending,
28123,3984,2025-05-30,10,4,962.35,3849.40,Completed,2025-06-01
28124,6017,2023-11-26,274,1,1798.96,1798.96,Completed,2023-11-26
28125,8304,2024-11-25,271,1,723.40,723.40,Pending,
28126,7461,2023-10-31,460,9,1238.73,11148.57,Completed,2023-11-03
28127,1559,2025-02-17,194,10,1351.05,13510.50,Pending,
28128,4255,2024-07-30,494,4,1687.27,6749.08,Cancelled,
28129,1920,2023-06-19,427,9,1821.20,16390.80,Cancelled,
28130,2315,2023-07-09,9,5,45.22,226.10,Pending,
28131,6505,2023-05-27,1,3,14.73,44.19,Pending,
28132,36,2024-10-07,449,9,996.46,8968.14,Cancelled,
28133,172,2024-10-19,434,4,367.15,1468.60,Cancelled,
28134,8681,2024-03-26,180,2,348.67,697.34,Cancelled,
28135,9500,2024-10-15,241,3,840.61,2521.83,Pending,
28136,2771,2024-07-23,40,10,733.85,7338.50,Pending,
28137,3516,2024-02-11,170,1,710.40,710.40,Completed,2024-02-11
28138,2840,2025-05-08,356,7,1747.88,12235.16,Completed,2025-05-09
28139,1961,2025-08-06,238,1,1532.93,1532.93,Cancelled,
28140,869,2023-05-09,400,6,826.36,4958.16,Pending,
28141,8434,2024-05-20,146,1,1214.78,1214.78,Completed,2024-05-22
28142,8756,2025-07-14,6,3,1508.43,4525.29,Completed,2025-07-14
28143,4155,2025-02-06,150,3,990.13,2970.39,Cancelled,
28144,2154,2023-05-09,345,4,1501.75,6007.00,Pending,
28145,6148,2025-06-10,408,8,1642.94,13143.52,Completed,2025-06-12
28146,9634,2023-01-14,57,10,1448.85,14488.50,Pending,
28147,1814,2025-10-01,126,7,1269.87,8889.09,Completed,2025-10-01
28148,9667,2025-11-14,454,10,924.29,9242.90,Pending,
28149,1708,2025-03-27,292,9,1680.19,15121.71,Pending,
28150,251,2025-08-14,190,5,1181.83,5909.15,Completed,2025-08-15
28151,7489,2024-11-26,411,8,1332.52,10660.16,Pending,
28152,876,2025-03-25,315,9,1533.49,13801.41,Completed,2025-03-26
28153,2268,2023-08-05,463,7,1530.21,10711.47,Pending,
28154,531,2023-04-01,200,1,1604.10,1604.10,Cancelled,
28155,7728,2023-06-18,448,4,1981.98,7927.92,Cancelled,
28156,1144,2025-06-17,467,6,336.01,2016.06,Completed,2025-06-18
28157,7133,2024-01-23,39,6,788.23,4729.38,Cancelled,
28158,6074,2024-11-23,60,6,1057.20,6343.20,Cancelled,
28159,7561,2024-05-27,174,7,547.71,3833.97,Pending,
28160,5109,2024-11-04,367,10,1279.84,12798.40,Completed,2024-11-07
28161,192,2025-07-05,246,4,1613.61,6454.44,Cancelled,
28162,320,2023-10-25,324,9,494.81,4453.29,Cancelled,
28163,2657,2025-03-29,143,3,275.49,826.47,Pending,
