product_id,product_name,category,price,cost,stock_quantity,reorder_level
469,Synthetic Product 0469,Electronics,1669.38,811.69,984,59
470,Synthetic Product 0470,Office,241.50,57.55,801,27
471,Synthetic Product 0471,Office,1287.24,341.53,999,71
472,Synthetic Product 0472,Electronics,1927.65,1887.88,229,13
473,Synthetic Product 0473,Office,719.74,368.65,516,15
474,Synthetic Product 0474,Sports,1160.82,590.49,293,35
475,Synthetic Product 0475,Home,355.01,255.63,777,16
476,Synthetic Product 0476,Home,123.57,116.89,461,63
477,Synthetic Product 0477,Office,449.52,314.56,629,83
478,Synthetic Product 0478,Office,54.99,53.07,492,62
479,Synthetic Product 0479,Home,1219.91,522.56,409,52
480,Synthetic Product 0480,Office,invalid-decimal,225.34,76,89
481,Synthetic Product 0481,Accessories,529.79,201.18,833,24
482,Synthetic Product 0482,Home,927.32,316.17,273,86
483,Synthetic Product 0483,Accessories,647.42,171.82,invalid-integer,7
484,Synthetic Product 0484,Office,636.57,416.70,51,28
485,Synthetic Product 0485,Electronics,722.27,702.70,262,69
486,Synthetic Product 0486,Electronics,203.77,118.17,916,26
487,Synthetic Product 0487,Home,1892.16,1889.19,947,71
488,Synthetic Product 0488,Electronics,114.44,108.25,819,57
489,Synthetic Product 0489,Accessories,103.34,85.67,496,33
490,Synthetic Product 0490,Electronics,1500.35,1475.22,386,76
491,Synthetic Product 0491,Home,417.28,374.24,471,43
492,Synthetic Product 0492,Accessories,999.85,921.27,340,88
493,Synthetic Product 0493,Electronics,91.72,80.56,262,99
494,Synthetic Product 0494,Home,1687.27,1015.58,420,85
495,Synthetic Product 0495,Office,205.94,78.83,364,25
496,Synthetic Product 0496,Electronics,880.47,586.73,307,70
497,Synthetic Product 0497,Accessories,1279.00,707.07,821,71
498,Synthetic Product 0498,Office,313.80,178.06,290,38
499,Synthetic Product 0499,Sports,93.02,28.65,112,22
500,Synthetic Product 0500,Sports,1467.85,1129.12,6,29
